,_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,direction,b1,b2,direction_gold,e1,e2,relation,relex_relcos,sent_id,sentence,term1,term2,twrex
3304,503469020,7/16/2014 15:49:55,,1324306130,7/16/2014 15:49:46,prodege,0.7083,9525153,CAN,ON,Toronto,65.95.94.44,RILUZOLE treats AMYOTROPHIC LATERAL SCLEROSIS,13,0,,41,8,treats,0.943456353049726,907922-FS1-2,RILUZOLE for AMYOTROPHIC LATERAL SCLEROSIS (ALS)/motor neuron disease (MND.,AMYOTROPHIC LATERAL SCLEROSIS,RILUZOLE,RO-may_treat
3311,503469022,7/16/2014 15:30:18,,1324298434,7/16/2014 15:29:56,clixsense,0.9028,19803139,NLD,06,Veldhoven,212.61.84.196,CALCIFICATIONS causes DCIS,38,61,,51,65,causes,0.7022468831767831,902978-FS1-4,C. Excisional biopsy of the remaining CALCIFICATIONS reveals DCIS,CALCIFICATIONS,DCIS,RO-disease_may_have_finding
3318,503469027,7/16/2014 15:27:10,,1324297382,7/16/2014 15:26:35,elite,0.8472,28503042,USA,NJ,Woodbridge,54.191.150.115,TRICYCLIC ANTIDEPRESSANTS treats DEPRESSION,185,197,,194,222,treats,0.981980506061966,907737-FS1-2,"Other disorders, along with the migraine medications that may be effective against them, include epilepsy (divalproex sodium, topiramate, and gabapentin), hypertension (beta blockers), DEPRESSION (TRICYCLIC ANTIDEPRESSANTS venlafaxine), bipolar disorder (divalproex sodium), insomnia (tricyclic antidepressants), essential tremor (beta blockers and topiramate), and overweight or obesity (topiramate.",DEPRESSION,TRICYCLIC ANTIDEPRESSANTS,RO-may_treat
3332,503469033,7/16/2014 15:52:03,,1324307100,7/16/2014 15:51:31,clixsense,0.775,27812714,NLD,06,Tilburg,84.31.160.155,CHRONIC DIARRHEA causes LOOSE STOOLS,62,0,,73,16,causes,0.9354143466934848,904910-FS1-4,CHRONIC DIARRHEA can be defined as the passage of more than 3 LOOSE STOOLS per day during more than 4 weeks.,LOOSE STOOLS,CHRONIC DIARRHEA,RO-has_definitional_manifestation
3339,503469035,7/16/2014 15:26:11,,1324297116,7/16/2014 15:25:57,elite,0.8472,28503042,USA,NJ,Woodbridge,54.191.150.115,VIRUS causes VIRAL INFECTION,50,89,,54,104,causes,0.848874687627165,903880-FS1-4,We apply well established principles of modelling VIRUS dynamics to the study of chronic VIRAL INFECTION demonstrating that a model which incorporates the distinct contributions of cytotoxic T lymphocytes (CTLs) and antibodies exhibits long periods of quiescence followed by brief bursts of viral production.,VIRUS,VIRAL INFECTION,RO-has_causative_agent
3353,503469040,7/16/2014 15:37:54,,1324301070,7/16/2014 15:37:24,instagc,0.9028,13763729,USA,,,75.182.89.225,no_relation,88,133,,98,166,causes,0.790569415042095,902059-FS1-4,The activation of the urokinase system has been observed during re epithelialization of SKIN WOUNDS and in lesions of the autoimmune BLISTERING SKIN DISEASE PEMPHIGUS,SKIN WOUNDS,BLISTERING SKIN DISEASE PEMPHIGUS,RO-disease_has_primary_anatomic_site
3388,503469045,7/16/2014 17:45:22,,1324362381,7/16/2014 17:45:06,gifthulk,0.7524,21916793,GBR,,,87.113.87.199,PHEOCHROMOCYTOMA causes HYPERTENSION,49,70,,60,86,causes,0.948683298050514,902958-FS1-4,Evidence: ? Patients with identifiable causes of HYPERTENSION such as PHEOCHROMOCYTOMA and renal disease have unique perioperative considerations ( 12.,HYPERTENSION,PHEOCHROMOCYTOMA,RO-disease_may_have_finding
3402,503469047,7/16/2014 15:51:30,,1324306865,7/16/2014 15:50:45,clixsense,0.775,27812714,NLD,06,Tilburg,84.31.160.155,no_relation,141,157,,174,175,causes,0.3651483716701111,904653-FS1-4,"Depending on video EEG recordings and witnessed accounts, 18 of the patients had no seizures recorded, 160 had epileptic seizures and 18 had PSYCHOGENIC NON EPILEPTIC SEIZURES four of whom had psychogenic non epileptic seizures plus true EPILEPTIC SEIZURES",PSYCHOGENIC NON EPILEPTIC SEIZURES,EPILEPTIC SEIZURES,RO-has_definitional_manifestation
3416,503469052,7/16/2014 16:19:23,,1324321735,7/16/2014 16:19:03,elite,0.7361,28276268,USA,MI,Fenton,68.188.185.225,LOW MOLECULAR WEIGHT HEPARIN treats RECURRENT VENOUS THROMBOEMBOLISM,69,0,,100,28,treats,0.993883734673619,907025-FS1-2,LOW MOLECULAR WEIGHT HEPARIN versus a coumarin for the prevention of RECURRENT VENOUS THROMBOEMBOLISM in patients with cancer.,RECURRENT VENOUS THROMBOEMBOLISM,LOW MOLECULAR WEIGHT HEPARIN,RO-may_prevent
3423,503469053,7/16/2014 15:53:43,,1324307808,7/16/2014 15:53:18,rewardsspot,0.65,24482174,GBR,H9,London,46.23.68.180,L DOPA treats PARKINSON'S DISEASE,44,158,,62,164,treats,0.9918365981341758,908159-FS1-2,"The drug L Dopa is used in the treatment of PARKINSON'S DISEASE (PD), and patients often experience fluctuations in performance after a period of time taking L DOPA.",PARKINSON'S DISEASE,L DOPA,RO-may_treat
3430,503469055,7/16/2014 15:38:48,,1324301471,7/16/2014 15:38:24,clixsense,0.8333,15189335,GBR,I9,Bury Saint Edmunds,81.155.129.231,GRAM NEGATIVE SEPSIS causes SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,122,7,,160,27,causes,0.99654575824488,900353-FS1-4,"During GRAM NEGATIVE SEPSIS endotoxin lipopolysaccharide (LPS) may activate host inflammatory responses, resulting in the SYSTEMIC INFLAMMATORY RESPONSE SYNDROME and the adult respiratory distress syndrome.",SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,GRAM NEGATIVE SEPSIS,RO-cause_of
3444,503469057,7/16/2014 15:49:44,,1324306076,7/16/2014 15:49:34,prodege,0.7083,9525153,CAN,ON,Toronto,65.95.94.44,DRUG SIDE EFFECTS causes IMMUNOSUPPRESSIVE MEDICATIONS,147,240,,175,257,causes,0.903696114115064,903594-FS1-4,"? An infectious disease specialist for management of prophylactic antibiotic therapy and concomitant infections due to Wegener's granulomatosis or IMMUNOSUPPRESSIVE MEDICATIONS ? An ophthalmologist for ocular involvement and to monitor for DRUG SIDE EFFECTS such as cataracts from prednisone ? A neurologist for management of new neurologic complications ? Physical and occupational therapists to improve strength and function in patients with vasculitis and neurologic complications  Rationale: ? Organ specific specialists in fields such as otolaryngology, pulmonology, dermatology, neurology, and nephrology should be consulted depending on the nature and severity of end.",IMMUNOSUPPRESSIVE MEDICATIONS,DRUG SIDE EFFECTS,RO-has_causative_agent
3465,503469064,7/16/2014 15:28:39,,1324297851,7/16/2014 15:28:17,elite,0.8472,28503042,USA,NJ,Woodbridge,54.191.150.115,DCIS causes BRANCHING (CASTING TYPE CALCIFICATIONS,101,72,,138,76,causes,0.956182887467515,902562-FS1-4,Multiple calcifications occurred in the necrotic core of the continuous DCIS resulting in linear and BRANCHING (CASTING TYPE CALCIFICATIONS a hallmark of high grade DCIS on mammograms.,BRANCHING (CASTING TYPE CALCIFICATIONS,DCIS,RO-disease_may_have_finding
3472,503469067,7/16/2014 15:23:33,,1324296344,7/16/2014 15:23:15,tremorgames,1.0,24449707,CAN,QC,Laval,96.21.249.72,LEVODOPA treats PARKINSON'S DISEASE,66,54,,84,62,treats,0.696310623822791,907899-FS1-2,Lieberman A. Long term experience with selegiline and LEVODOPA in PARKINSON'S DISEASE,PARKINSON'S DISEASE,LEVODOPA,RO-may_treat
3493,503469071,7/16/2014 15:49:03,,1324305805,7/16/2014 15:48:47,clixsense,0.4792,16827630,GBR,A7,Birmingham,86.146.169.103,no_relation,177,198,,180,216,causes,0.560112033611204,905038-FS1-4,The evidence reviewed here supports the hypothesis that metal catalyzed oxidation reactions occur in the lens and may make a significant contribution to the changes seen in the LENS with age and in CATARACT FORMATION.,LENS,CATARACT FORMATION,RO-has_finding_site
3507,503469076,7/16/2014 15:29:37,,1324298205,7/16/2014 15:29:30,clixsense,0.9306,27793793,GBR,C5,Chester,151.230.27.155,MALT LYMPHOMAS causes LYMPHOEPITHELIAL LESIONS,115,200,,138,214,causes,0.629940788348712,902863-FS1-4,High grade lymphomas were classified in three groups based on the presence or absence of a low grade component and LYMPHOEPITHELIAL LESIONS (LELs): 1) high grade MALT lymphomas appearing in low grade MALT LYMPHOMAS (LG/HG MALT lymphoma); 2) large cell lymphoma with LELs composed of large cells (high grade LELs) but without a low grade component (HG MALT lymphoma); and 3) diffuse large cell lymphoma without a low grade MALT lymphoma component or LELs (DLCL.,LYMPHOEPITHELIAL LESIONS,MALT LYMPHOMAS,RO-disease_may_have_finding
3514,503469078,7/16/2014 16:52:20,,1324335404,7/16/2014 16:51:47,clixsense,0.7204,18647227,GBR,P3,Bulkington,2.216.185.243,PARACETAMOL treats PAIN,76,60,,79,71,treats,0.997054485501582,908195-FS1-2,Measles patients with an acute ear infection should receive PARACETAMOL for PAIN and fever and an antibiotic for the infection.,PAIN,PARACETAMOL,RO-may_treat
3521,503469079,7/16/2014 16:17:59,,1324321257,7/16/2014 16:16:58,elite,0.7361,28276268,USA,MI,Fenton,68.188.185.225,COMPLEX FEBRILE SEIZURES causes EPILEPSY,337,449,,360,457,causes,0.9438798074485388,904843-FS1-4,"B]  Specific recommendation: ? Tell parents and caretakers that: ? The risk of developing epilepsy after a simple febrile seizure is small and is only slightly greater than the background risk in the population ? The following factors place the child at a higher risk for the development of epilepsy: ? Previous neurologic abnormality ? COMPLEX FEBRILE SEIZURES ? Family history of epilepsy ? Recurrent febrile seizures  Rationale: ? Development of EPILEPSY is another major concern that families often have, and it can be difficult to assess the risk of epilepsy on an.",COMPLEX FEBRILE SEIZURES,EPILEPSY,RO-has_definitional_manifestation
3528,503469080,7/16/2014 16:04:38,,1324313403,7/16/2014 16:04:03,eup_slw,0.6538,18329415,USA,PA,Folcroft,64.121.230.236,QUINIDINE treats VENTRICULAR TACHYCARDIA (VT),86,31,,113,40,treats,0.9838699100999068,907007-FS1-2,The efficacy of mexiletine and QUINIDINE in controlling ventricular couplets (VC) and VENTRICULAR TACHYCARDIA (VT) was compared in 156 trials (78 for each drug) in 114 consecutive patients.,VENTRICULAR TACHYCARDIA (VT),QUINIDINE,RO-may_prevent
3535,503469081,7/16/2014 15:25:53,,1324297059,7/16/2014 15:25:40,clixsense,0.9028,20614047,USA,MO,Maryville,174.32.162.147,BLEPHAROSPASM treats TYPE A BOTULINUM TOXIN,104,15,,116,37,treats,0.9950371902099888,908035-FS1-2,Treatment with TYPE A BOTULINUM TOXIN appears to be a safe and effective means of temporarily relieving BLEPHAROSPASM,BLEPHAROSPASM,TYPE A BOTULINUM TOXIN,RO-may_treat
3549,503469083,7/16/2014 15:30:24,,1324298467,7/16/2014 15:29:45,instagc,0.8611,24252915,GBR,B7,Bristol,77.98.139.82,no_relation,0,97,,21,113,causes,0.6868028197434449,902273-FS1-4,"CENTRAL NERVOUS SYSTEM (CNS) embryonal tumors are devastating cancers in children, consisting of MEDULLOBLASTOMAS CNS primitive neuroectodermal tumors, and atypical teratoid/rhabdoid tumors.",CENTRAL NERVOUS SYSTEM,MEDULLOBLASTOMAS,RO-disease_has_primary_anatomic_site
3563,503469085,7/16/2014 15:59:59,,1324310688,7/16/2014 15:59:37,clixsense,0.6111,17722340,CAN,BC,Mission,50.98.185.25,FLUORIDE treats DENTAL CARIES,45,75,,57,83,treats,0.994134846772434,907223-FS1-2,This paper reviews the probable mechanism of DENTAL CARIES and the role of FLUORIDE in the inhibition or reversal of that process.,DENTAL CARIES,FLUORIDE,RO-may_prevent
3584,503729620,7/16/2014 22:25:19,,1324511175,7/16/2014 22:25:09,clixsense,1.0,24896327,GBR,V2,Glasgow,94.2.231.4,PROPRANOLOL treats HYPERTENSION,98,73,,109,84,treats,0.963086824686154,907590-FS1-2,"van Schaik BAM, Geyskes GG, Kettner N et al. Comparison of enalapril and PROPRANOLOL in essential HYPERTENSION",HYPERTENSION,PROPRANOLOL,RO-may_treat
3591,503729622,7/16/2014 23:25:18,,1324535662,7/16/2014 23:24:56,instagc,0.5714,23149109,USA,NC,Durham,75.189.206.205,ENDEMIC GOITER causes SELENIUM (SE) DEFICIENCY,94,0,,107,24,causes,0.943456353049726,900255-FS1-4,SELENIUM (SE) DEFICIENCY is said to contribute to the atrophy of the thyroid gland in certain ENDEMIC GOITER areas in Africa.,ENDEMIC GOITER,SELENIUM (SE) DEFICIENCY,RO-cause_of
3612,503729630,7/16/2014 22:29:09,,1324512964,7/16/2014 22:28:52,clixsense,0.8194,16827630,GBR,A7,Birmingham,86.146.169.103,MALIGNANT MELANOMA causes MELANOMA PAN,158,60,,169,78,causes,0.314485451016576,906345-FS1-4,"Microscopic examination of the resected specimen revealed a MALIGNANT MELANOMA which was confirmed by immunohistochemical staining for HMB 45, S 100 protein, MELANOMA PAN and vimentin.",MELANOMA PAN,MALIGNANT MELANOMA,RO-has_manifestation
3619,503729633,7/16/2014 22:24:36,,1324510907,7/16/2014 22:24:21,clixsense,1.0,24896327,GBR,V2,Glasgow,94.2.231.4,no_relation,167,206,,193,216,causes,0.9578262852211508,906561-FS1-4,"For clarification of the characteristic features of ventricular arrhythmias during acute myocardial ischemia, ventricular arrhythmias were studied in 81 patients with VASOSPASTIC ANGINA PECTORIS induced by ERGONOVINE",VASOSPASTIC ANGINA PECTORIS,ERGONOVINE,RO-may_diagnose
3626,503729634,7/16/2014 22:29:25,,1324513046,7/16/2014 22:29:16,clixsense,0.9306,20614047,USA,MO,Maryville,174.32.162.147,FLUORIDES treats CARIES,30,40,,35,49,treats,0.953462589245592,907302-FS1-2,In the past the inhibition of CARIES by FLUORIDES was ascribed to the reduced solubility of enamel due to the incorporation of F  into the enamel mineral.,CARIES,FLUORIDES,RO-may_prevent
3633,503729635,7/16/2014 22:28:47,,1324512838,7/16/2014 22:28:28,clixsense,0.6636,19803139,NLD,06,Veldhoven,212.61.84.196,no_relation,89,89,,117,109,causes,0.964763821237732,900138-FS1-4,"However, the children who were exposed to a dog at home during early childhood developed DOG HYPERSENSITIVITY SYMPTOMS significantly earlier and had DOG HYPERSENSITIVITY slightly more often than the subjects with a later exposure or no exposure to dog.",DOG HYPERSENSITIVITY SYMPTOMS,DOG HYPERSENSITIVITY,RO-cause_of
3640,503729636,7/17/2014 04:55:38,,1324820094,7/17/2014 04:55:06,prodege,0.7105,27934334,GBR,,,86.130.153.15,GRADED PORTAL VEIN STENOSIS causes PORTAL HYPERTENSION,35,0,,61,19,causes,0.970494958830946,905126-FS1-4,PORTAL HYPERTENSION was induced by GRADED PORTAL VEIN STENOSIS whereas controls had a sham operation.,GRADED PORTAL VEIN STENOSIS,PORTAL HYPERTENSION,RO-has_finding_site
3647,503729638,7/16/2014 22:37:48,,1324516759,7/16/2014 22:37:38,tremorgames,0.8403,24449707,CAN,QC,Laval,96.21.249.72,no_relation,77,50,,97,67,causes,0.609994281330419,900074-FS1-4,Rationale: ? A significant number of new cases of DIABETES MELLITUS begin as DIABETIC KETOACIDOSIS,DIABETIC KETOACIDOSIS,DIABETES MELLITUS,RO-cause_of
3654,503729639,7/16/2014 22:34:20,,1324515011,7/16/2014 22:34:02,clixsense,0.875,15189335,GBR,H9,London,188.29.165.175,AMYLOIDOSIS causes AMYLOID DEPOSITION,94,190,,111,201,causes,0.338061701891407,901568-FS1-4,Our observations and descriptions in the literature indicate that the presence and degrees of AMYLOID DEPOSITION in the skeletal muscles would be related to the types of amyloid proteins in AMYLOIDOSIS,AMYLOID DEPOSITION,AMYLOIDOSIS,RO-disease_has_finding
3675,503729646,7/16/2014 22:23:21,,1324510484,7/16/2014 22:22:40,clixsense,1.0,21642428,NLD,11,Nootdorp,83.86.58.179,POSTMENOPAUSAL BLEEDING causes ENDOMETRIAL CANCER,161,112,,183,130,causes,0.707106781186547,902513-FS1-4,? A prospective study was done to evaluate the role of three dimensional vs. two dimensional TVUS in diagnosing ENDOMETRIAL CANCER in patients with a history of POSTMENOPAUSAL BLEEDING,POSTMENOPAUSAL BLEEDING,ENDOMETRIAL CANCER,RO-disease_may_have_finding
3689,503729649,7/16/2014 22:28:41,,1324512797,7/16/2014 22:28:32,clixsense,0.9306,20614047,USA,MO,Maryville,174.32.162.147,no_relation,189,116,,196,127,treats,0.997054485501582,907928-FS1-2,"1]  Brodaty H, Ames D, Snowdon J, Woodward M, Kirwan J, Clarnette R, et al A randomized placebo controlled trial of RISPERIDONE for the treatment of aggression, agitation, and psychosis of DEMENTIA",DEMENTIA,RISPERIDONE,RO-may_treat
3696,503729650,7/17/2014 03:09:57,,1324722462,7/17/2014 03:09:12,prodege,0.6565,6011370,CAN,BC,Richmond,70.79.45.148,VARIANT ANGINA PECTORIS treats ERGONOVINE,140,223,,162,233,treats,0.9594032236002472,906938-FS1-2,Transient prolongation of the corrected Q T interval preceded spontaneous or ergonovine maleate provoked coronary spasm in 11 patients with VARIANT ANGINA PECTORIS whereas no significant change in the Q T interval followed ERGONOVINE administration in 27 control patients with atypical chest pain who did not have coronary spasm.,VARIANT ANGINA PECTORIS,ERGONOVINE,RO-may_diagnose
3724,503729654,7/16/2014 22:57:00,,1324524253,7/16/2014 22:56:42,prodege,0.8194,28255346,GBR,L9,Sheffield,2.125.183.137,ARSENIC TRIOXIDE treats PROMYELOCYTIC LEUKEMIA (APML),85,145,,113,161,treats,0.987878339907213,908298-FS1-2,A total of 11 children (five males and six females) with hypergranular type of acute PROMYELOCYTIC LEUKEMIA (APML) were treated with intravenous ARSENIC TRIOXIDE (As(2)O(3)) between December 1998 and October 2003.,PROMYELOCYTIC LEUKEMIA (APML),ARSENIC TRIOXIDE,RO-may_treat
3745,503729658,7/16/2014 22:26:51,,1324511894,7/16/2014 22:26:32,clixsense,0.6636,19803139,NLD,06,Veldhoven,212.61.84.196,no_relation,92,57,,106,70,causes,0.311085508419128,905415-FS1-4,"Gastrografin accelerated small bowel transit, leading to MALABSORPTION of the xylose in the SMALL INTESTINE and subsequent colonic metabolism of the xylose.",SMALL INTESTINE,MALABSORPTION,RO-has_finding_site
3759,503729663,7/16/2014 22:25:32,,1324511259,7/16/2014 22:24:58,clixsense,1.0,21642428,NLD,11,Nootdorp,83.86.58.179,no_relation,109,135,,117,149,causes,0.643267520902677,902781-FS1-4,"Bladder cancer screening differs from routine detection of bladder cancer in patients with symptoms, such as HEMATURIA or a history of BLADDER CANCER.",HEMATURIA,BLADDER CANCER,RO-disease_may_have_finding
3773,503729665,7/16/2014 22:29:09,,1324512961,7/16/2014 22:28:49,clixsense,0.6636,19803139,NLD,06,Veldhoven,212.61.84.196,FIRST LINE ANTITUBERCULOSIS DRUGS treats MYCOBACTERIUM TUBERCULOSIS,124,180,,149,213,treats,0.9578262852211508,907849-FS1-2,"Ruiz Serrano MJ, Alcala L, Martinez L et al. In vitro activities of six fluoroquinolones against 250 clinical isolates of   MYCOBACTERIUM TUBERCULOSIS  susceptible or resistant to FIRST LINE ANTITUBERCULOSIS DRUGS.",MYCOBACTERIUM TUBERCULOSIS,FIRST LINE ANTITUBERCULOSIS DRUGS,RO-may_treat
3787,503729669,7/16/2014 23:00:02,,1324525244,7/16/2014 22:59:38,instagc,0.7361,15445601,USA,FL,Jacksonville,24.129.68.254,LIDOCAINE treats PAIN,78,42,,81,51,treats,0.9897433186107868,907174-FS1-2,This study concluded that the addition of LIDOCAINE significantly reduced the PAIN felt in the circulatory tract selected for the injection of propofol.,PAIN,LIDOCAINE,RO-may_prevent
3794,503729670,7/16/2014 22:30:18,,1324513386,7/16/2014 22:29:44,clixsense,0.875,15189335,GBR,H9,London,188.29.165.175,GLIOBLASTOMA MULTIFORME causes MICROVASCULAR PROLIFERATION,33,86,,59,109,causes,0.762000762001143,901556-FS1-4,Because histologically prominent MICROVASCULAR PROLIFERATION is frequently present in GLIOBLASTOMA MULTIFORME it has been hypothesized that this neoplasm is particularly dependent on neovascularization for its continued growth and that antiangiogenic therapy might be especially useful.,MICROVASCULAR PROLIFERATION,GLIOBLASTOMA MULTIFORME,RO-disease_has_finding
3801,503729672,7/16/2014 22:24:57,,1324511017,7/16/2014 22:24:29,clixsense,1.0,21642428,NLD,11,Nootdorp,83.86.58.179,ANAPLASTIC ASTROCYTOMAS treats ANAPLASIA,100,0,,108,23,treats,0.37210420376762493,901910-FS1-2,ANAPLASTIC ASTROCYTOMAS and glioblastomas showed progressive reduction of parenchymal positivity as ANAPLASIA increased.,ANAPLASIA,ANAPLASTIC ASTROCYTOMAS,RO-disease_has_finding
3808,503729673,7/16/2014 22:45:06,,1324519371,7/16/2014 22:44:50,elite,0.8333,28276268,USA,CA,Daly City,24.6.249.44,SCHIZOPHRENIA causes HALLUCINATIONS,65,11,,78,24,causes,0.979957887012223,906248-FS1-4,"1   Simple SCHIZOPHRENIA denotes a milder psychosis (i.e., fewer HALLUCINATIONS and delusions and less disorganization), with cases typically featuring a schizoid lifestyle of reduced emotional experience and expression and reduced social drive and engagement.",HALLUCINATIONS,SCHIZOPHRENIA,RO-has_manifestation
